dialogue_id,group,source_quality_flag,source_quality_issue,turn_id,turn,speaker_id,n_chars,n_words,lexical_entropy,mattr,surprisal_mean,surprisal_sent_max,sem_dist_partner,sem_dist_self,CR01_avg,CR02_avg,CR03_avg,cr_turn_composite,ct_analysis,ct_evaluation,ct_reasoning,ct_composite,CR01_R1,CR01_R2,CR02_R1,CR02_R2,CR03_R1,CR03_R2,CT01_R1,CT01_R2,CT02_R1,CT02_R2,CT03_R1,CT03_R2,self_novelty,delta_surprisal,peak_break,sem_dist_partner_truncate,sem_dist_self_truncate,self_novelty_truncate,self_novelty_z,delta_surprisal_z
HM001,HM,False,none,HM001_T2,2,S02,7,4,1.3862943611198906,1.0,1.6580929160118103,1.6580929160118103,0.0737535649350642,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,,,,0.0737535649350642,,,,
HM001,HM,False,none,HM001_T3,3,S01,156,81,3.888542288555684,0.977777777777778,2.5458323962800433,3.7310708001478696,0.2890016199531698,0.2297178799049688,3.0,2.0,1.0,6.0,2.5,1.5,3.0,2.33,3.0,3.0,2.0,2.0,1.0,1.0,2,3,1,2,3,3,0.2297178799049688,-3.4418955438025067,-3.4418955438025067,0.2890016199531698,0.2297178799049688,0.2297178799049688,0.23054547470142853,-2.514278896721054
HM001,HM,False,none,HM001_T4,4,S02,204,107,4.169172507219612,0.979591836734694,3.405867384712598,3.9915391758084295,0.2409753807263736,0.1806542550584556,3.0,3.0,1.0,7.0,2.5,2.0,3.0,2.5,3.0,3.0,3.0,3.0,1.0,1.0,2,3,2,2,3,3,0.1806542550584556,1.7477744687007877,1.7477744687007877,0.2409753807263736,0.1806542550584556,0.1806542550584556,-0.16442973100058214,2.3879765278244998
HM001,HM,False,none,HM001_T5,5,S01,168,87,4.111133680896134,0.980769230769231,2.87796519430039,3.747311142237427,0.3189333756995847,0.4156301727256599,3.0,2.0,2.0,7.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,4,4,4,4,4,4,0.4156301727256599,0.3321327980203468,-3.10976274578216,0.3189333756995847,0.4156301727256599,0.4156301727256599,2.50738875767583,0.570088447055355
HM001,HM,False,none,HM001_T6,6,S02,205,116,4.173227221038987,0.960747663551402,3.6242192418417183,3.921895046367661,0.2877176329604933,0.2402007292938088,3.0,2.0,3.0,8.0,4.0,3.5,4.0,3.83,3.0,3.0,2.0,2.0,3.0,3.0,4,4,4,3,4,4,0.2402007292938088,0.2183518571291203,0.2183518571291203,0.2877176329604933,0.2402007292938088,0.2402007292938088,1.1603247233871758,0.18352187414619048
HM001,HM,False,none,HM001_T7,7,S01,329,169,4.485888902016033,0.9662500000000002,3.2546980356417756,3.9691422792042,0.2380010951259036,0.3866020338260445,3.0,2.0,2.0,7.0,4.5,4.0,5.0,4.5,3.0,3.0,2.0,2.0,2.0,2.0,5,4,4,4,5,5,0.2265591494493237,0.3767328413413855,-2.7330299044407744,0.2380010951259036,0.3866020338260445,0.2265591494493237,0.19186092021853207,0.6065383368524152
HM001,HM,False,none,HM001_T8,8,S02,261,138,4.155099356375079,0.9232558139534884,3.166107493763169,3.930024298357552,0.1510697404183213,0.2634974133216397,3.0,3.0,1.0,7.0,4.0,4.0,3.5,3.83,3.0,3.0,3.0,3.0,1.0,1.0,4,4,4,4,3,4,0.1748790044711816,-0.4581117480785495,-0.4581117480785495,0.1510697404183213,0.2634974133216397,0.1748790044711816,-0.29291406259102243,-0.7915083962717622
HM001,HM,False,none,HM001_T9,9,S01,465,250,4.574469645070333,0.9352697095435686,2.667765680642929,3.945358216593211,0.1246343640417386,0.1672580743332483,3.0,2.0,2.0,7.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,5,5,5,5,5,5,0.1672580743332483,-0.5869323549988468,-3.319962259439621,0.1246343640417386,0.1672580743332483,0.1672580743332483,-0.5343915104446746,-0.1810279431851311
HM001,HM,False,none,HM001_T10,10,S02,369,198,4.57288325135345,0.960846560846561,3.2738708854334466,4.447727982241374,0.1527471230014376,0.1309548071055944,3.0,3.0,2.0,8.0,4.0,4.0,3.5,3.83,3.0,3.0,3.0,3.0,2.0,2.0,4,4,4,4,3,4,0.1309548071055944,0.1077633916702778,-0.3503483564082716,0.1527471230014376,0.1309548071055944,0.1309548071055944,-1.2701134159143048,0.024123644069437962
HM001,HM,False,none,HM001_T11,11,S01,503,247,4.772154145652317,0.9424369747899162,2.518022180211328,4.282040819525719,0.1418986818655214,0.1735711702101328,3.0,3.0,3.0,9.0,5.5,5.0,5.5,5.33,3.0,3.0,3.0,3.0,3.0,3.0,6,5,5,5,6,5,0.1630226805422603,-0.149743500431601,-3.469705759871222,0.1418986818655214,0.1735711702101328,0.1630226805422603,-0.5862618185208776,0.17626959248703758
HM001,HM,False,none,HM001_T12,12,S02,391,194,4.452635909818621,0.9470270270270272,2.5590539713657563,2.8981612970971544,0.1485661712324282,0.161498037143575,3.0,2.5,2.0,7.5,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4,4,4,4,4,4,0.1299685996889462,-0.7148169140676903,-1.065165270475962,0.1485661712324282,0.161498037143575,0.1299685996889462,-1.292053970496784,-1.1615139745249166
HM001,HM,False,none,HM001_T13,13,S01,429,222,4.618153385616733,0.955399061032864,2.7189633642502415,3.222633484900663,0.1475227089526373,0.2185163833586995,3.0,2.0,2.0,7.0,5.0,4.5,5.0,4.83,3.0,3.0,2.0,2.0,2.0,2.0,5,5,5,4,5,5,0.193733292031758,0.2009411840389137,-3.2687645758323085,0.1475227089526373,0.2185163833586995,0.193733292031758,-0.21015301783313092,0.46287061685055836
HM001,HM,False,none,HM001_T14,14,S02,459,224,4.520639027179991,0.9572093023255814,2.4259616528236383,3.130762918350788,0.1670851862542821,0.2471152792893771,3.0,2.5,2.0,7.5,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,5,5,5,5,5,5,0.2471152792893771,-0.133092318542118,-1.19825758901808,0.1670851862542821,0.2471152792893771,0.2471152792893771,1.3141555089096129,-0.32303709961610816
HM001,HM,False,none,HM001_T15,15,S01,402,208,4.61014839467245,0.9633165829145732,2.83201393662536,3.7261377438902854,0.2327708872471683,0.2471774365368142,3.0,2.5,2.0,7.5,5.0,4.0,5.0,4.67,3.0,3.0,3.0,2.0,2.0,2.0,5,5,4,4,5,5,0.1749343674519918,0.1130505723751182,-3.15571400345719,0.2327708872471683,0.2471774365368142,0.1749343674519918,-0.4403809629957723,0.3910410204916158
HM001,HM,False,none,HM001_T16,16,S02,366,184,4.316433886552249,0.9451428571428572,2.611700844086033,3.4030739947715225,0.1101016415102877,0.2284573178638287,3.0,2.5,1.5,7.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,4,4,4,4,4,4,0.2108486662960613,0.1857391912623947,-1.0125183977556853,0.1101016415102877,0.2284573178638287,0.2108486662960613,0.5073175268897182,0.1365151524625872
HM001,HM,False,none,HM001_T17,17,S01,581,283,4.64433674018077,0.9587591240875916,2.1946759548349184,3.544445030449424,0.1511905491732501,0.146809394513076,3.0,3.0,2.0,8.0,5.5,5.0,5.0,5.17,3.0,3.0,3.0,3.0,2.0,2.0,6,5,5,5,5,5,0.146809394513076,-0.6373379817904414,-3.793051985247632,0.1556967718650155,0.1565108353618705,0.1565108353618705,-0.7848237900312547,-0.2222225117302852
HM001,HM,False,none,HM001_T18,18,S02,372,198,4.589788065846952,0.9788359788359788,2.423637905298835,2.8065822091988393,0.1462006297491539,0.2081387636552533,3.0,3.0,2.0,8.0,4.0,4.0,3.5,3.83,3.0,3.0,3.0,3.0,2.0,2.0,4,4,4,4,3,4,0.15303015498129,-0.1880629387871981,-1.2005813365428837,0.1639282564889759,0.2081387636552533,0.15303015498129,-0.7789942387334596,-0.40226977127794694
HM001,HM,False,none,HM001_T19,19,S01,436,221,4.73393987263637,0.9504716981132076,2.698886996683512,3.2790458192427954,0.1618199221797768,0.1879214793817911,3.0,2.0,2.0,7.0,5.0,4.5,5.0,4.83,3.0,3.0,2.0,2.0,2.0,2.0,5,5,5,4,5,5,0.1803722403031517,0.5042110418485937,-3.288840943399038,0.1618199221797768,0.1994117474453584,0.1803722403031517,-0.3737840527700798,0.7107213378994883
HM001,HM,False,none,HM001_T20,20,S02,398,202,4.470255619550023,0.9580310880829016,2.4773333430898425,3.4365585818886757,0.2173521195854397,0.224755463515793,3.0,3.0,1.0,7.0,4.0,3.5,4.0,3.83,3.0,3.0,3.0,3.0,1.0,1.0,4,4,3,4,4,4,0.224755463515793,0.0536954377910077,-1.1468858987518755,0.2173521195854397,0.224755463515793,0.224755463515793,0.8167076595496453,-0.05380795681198135
HM002,HM,False,none,HM002_T1,1,S01,90,49,3.654807991320347,0.9775,3.916196644736024,4.384512918336051,,,2.0,2.0,1.0,5.0,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,1.0,1.0,2,2,2,2,3,3,,,,,,,,
HM002,HM,False,none,HM002_T2,2,S02,116,56,3.753043869800885,0.9872340425531916,3.8205583495922233,4.412090414611157,0.2693280912745879,,2.5,2.0,2.0,6.5,3.0,2.5,3.0,2.83,3.0,2.0,2.0,2.0,2.0,2.0,3,3,2,3,3,3,,,,0.2693280912745879,,,,
HM002,HM,False,none,HM002_T3,3,S01,116,68,3.76060808519705,0.9813559322033898,3.1486350833299332,3.324789891640345,0.2951663342575613,0.2289940828819554,3.0,2.5,1.5,7.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3,3,3,3,3,3,0.2289940828819554,-0.7675615614060907,-0.7675615614060907,0.2951663342575613,0.2289940828819554,0.2289940828819554,-0.5547579327834209,-1.1077291170020322
HM002,HM,False,none,HM002_T4,4,S02,104,55,3.408908430178772,0.9739130434782608,3.384516500193498,3.6103155851364135,0.2225941214411962,0.4088162909930232,2.5,2.0,1.0,5.5,3.0,2.0,3.0,2.67,3.0,2.0,2.0,2.0,1.0,1.0,3,3,2,2,3,3,0.4088162909930232,-0.4360418493987259,-0.4360418493987259,0.2225941214411962,0.4088162909930232,0.4088162909930232,1.8162753943299548,-0.5651041028861583
HM002,HM,False,none,HM002_T5,5,S01,122,69,3.925154858792,0.985,3.945271968419353,4.345529608726501,0.3612273340737786,0.2249300938999925,2.5,2.0,2.0,6.5,3.0,2.5,3.5,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3,2,3,3,4,0.2249300938999925,0.7966368850894199,0.0290753236833292,0.3612273340737786,0.2249300938999925,0.2249300938999925,-0.6063843986215063,1.1934989058547367
HM002,HM,False,none,HM002_T6,6,S02,71,38,3.331965027286289,0.9827586206896552,3.583039010176435,3.745024625478046,0.3342961064483529,0.3289012513776597,2.0,1.0,2.0,5.0,3.0,2.5,3.0,2.83,2.0,2.0,1.0,1.0,2.0,2.0,3,3,3,2,3,3,0.3289012513776597,0.1985225099829377,-0.2375193394157881,0.3342961064483529,0.3289012513776597,0.3289012513776597,0.44586643975364715,0.3840105789877502
HM002,HM,False,none,HM002_T7,7,S01,98,54,3.727583766001042,0.9666666666666666,2.9847088980651093,3.0190449857830326,0.3913043442260283,0.3687615297927413,2.0,2.0,2.0,6.0,3.5,3.0,3.5,3.33,2.0,2.0,2.0,2.0,2.0,2.0,3,4,3,3,3,4,0.3227560731620079,-0.9605630703542438,-0.9605630703542438,0.3913043442260283,0.3687615297927413,0.3227560731620079,0.636337862403996,-1.3916703789564862
HM002,HM,False,none,HM002_T8,8,S02,85,44,3.6266561837910007,0.9885714285714288,3.832596789237126,4.831544386732276,0.2540633124350941,0.4546105056605591,2.5,2.0,2.0,6.5,3.5,3.5,3.0,3.33,3.0,2.0,2.0,2.0,2.0,2.0,3,4,3,4,3,3,0.348208117929596,0.2495577790606908,0.0120384396449026,0.2540633124350941,0.4546105056605591,0.348208117929596,0.7769468338187558,0.46034377113595176
HM002,HM,False,none,HM002_T9,9,S01,110,57,3.732840239396519,0.9583333333333334,4.075577991463924,4.620415939225091,0.3073879340689838,0.3055703867550816,3.0,3.0,2.0,8.0,3.5,3.0,3.0,3.17,3.0,3.0,3.0,3.0,2.0,2.0,3,4,3,3,3,3,0.2365798212954173,1.090869093398815,0.1303060230445711,0.3073879340689838,0.3055703867550816,0.2365798212954173,-0.45839328543880975,1.626369431014508
HM002,HM,False,none,HM002_T10,10,S02,122,69,3.751917161599037,0.9733333333333334,3.082140146633205,3.338739820502021,0.2795641428543252,0.3929298116659481,3.0,2.0,2.0,7.0,3.5,3.5,4.0,3.67,3.0,3.0,2.0,2.0,2.0,2.0,3,4,3,4,4,4,0.2802370875058588,-0.750456642603921,-0.750456642603921,0.2795641428543252,0.3929298116659481,0.2802370875058588,-0.3886423868435407,-1.0353727084538955
HM002,HM,False,none,HM002_T11,11,S01,75,43,3.6644819044526393,1.0,3.114473462580807,3.7041901372946224,0.348360306168995,0.3198374378435491,2.5,2.0,1.0,5.5,2.5,2.0,3.0,2.5,3.0,2.0,2.0,2.0,1.0,1.0,2,3,2,2,3,3,0.1869310046509653,-0.9611045288831176,-0.9611045288831176,0.348360306168995,0.3198374378435491,0.1869310046509653,-1.089101918698474,-1.3924669655677635
HM002,HM,False,none,HM002_T12,12,S02,83,47,3.4038100381574603,0.9789473684210526,3.302968467383281,3.4234930301705995,0.2362341433673607,0.4392227222490683,2.0,1.0,1.0,4.0,4.0,3.0,4.0,3.67,2.0,2.0,1.0,1.0,1.0,1.0,4,4,3,3,4,4,0.3291896643362269,0.2208283207500758,-0.5296283218538451,0.2362341433673607,0.4392227222490683,0.3291896643362269,0.4508122384786262,0.4173732665972801
HM002,HM,False,none,HM002_T13,13,S01,49,27,3.1418041592132298,0.95,3.018066194924441,3.780593303533701,0.2050948415124299,0.2529143914326365,2.0,2.0,1.0,5.0,3.0,2.5,3.0,2.83,2.0,2.0,2.0,2.0,1.0,1.0,3,3,3,2,3,3,0.2529143914326365,-0.0964072676563656,-1.0575117965394831,0.2050948415124299,0.2529143914326365,0.2529143914326365,-0.25088875456735976,-0.12033581540540925
HM002,HM,False,none,HM002_T14,14,S02,64,37,3.245427492708871,0.9928571428571428,2.9582979470295343,3.108866999035373,0.2147764519343363,0.2347224877306319,2.0,2.0,2.0,6.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,3,3,0.2347224877306319,-0.3446705203537465,-0.8742988422075917,0.2147764519343363,0.2347224877306319,0.2347224877306319,-1.1691414693208337,-0.4284404711886171
HM002,HM,False,none,HM002_T15,15,S01,35,18,2.890371757896165,1.0,3.4397822454571725,3.4397822454571725,0.4660108033612081,0.5259166368347568,1.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3,3,3,3,3,3,0.4619512050729174,0.4217160505327313,-0.6357957460067518,0.4660108033612081,0.5259166368347568,0.4619512050729174,2.4045888971190137,0.6419203431936501
HM002,HM,False,none,HM002_T16,16,S02,91,47,3.7026694781866656,0.9973684210526316,3.7707442983433057,4.108930458625157,0.5355148652067604,0.4309082960661247,2.5,2.0,1.0,5.5,3.5,3.0,3.0,3.17,3.0,2.0,2.0,2.0,1.0,1.0,3,4,3,3,3,3,0.1885728823167699,0.812446351313771,-0.0618524908938207,0.5355148652067604,0.4309082960661247,0.1885728823167699,-1.9605298339355115,1.302253343090204
HM002,HM,False,none,HM002_T17,17,S01,61,31,3.255110512727741,0.9818181818181816,3.260154891493065,4.153246953669521,0.3108372453140171,0.3676662841860699,2.5,2.0,2.0,6.5,2.5,2.5,3.0,2.67,3.0,2.0,2.0,2.0,2.0,2.0,2,3,2,3,3,3,0.2883064765952114,-0.1796273539641073,-0.8154230999708592,0.3108372453140171,0.3676662841860699,0.2883064765952114,0.19871095736437758,-0.24276810339610297
HM002,HM,False,none,HM002_T18,18,S02,79,41,3.383739248713866,0.946875,3.2326827828461924,3.782212883234024,0.2098945586747039,0.301836002775916,3.0,2.0,2.0,7.0,4.0,3.0,3.5,3.5,3.0,3.0,2.0,2.0,2.0,2.0,4,4,3,3,3,4,0.301836002775916,-0.5380615154971129,-0.5999140063909336,0.2098945586747039,0.301836002775916,0.301836002775916,-0.018257199803842168,-0.7176943981057087
HM002,HM,False,none,HM002_T19,19,S01,57,31,3.1935123674088883,0.9227272727272728,3.0492954337421585,3.1023417955095116,0.2906385803599617,0.2162132203307389,2.0,2.0,2.0,6.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,3,3,0.2162132203307389,-0.2108594577509066,-1.0262825577217658,0.2906385803599617,0.2162132203307389,0.2162132203307389,-0.7171183050211785,-0.2887163605421056
HM002,HM,False,none,HM002_T20,20,S02,76,38,3.2590021661747155,0.9310344827586206,3.816584490578283,4.194627494193041,0.2974268825230384,0.2977728103447719,2.5,1.0,1.0,4.5,3.5,3.0,3.0,3.17,3.0,2.0,1.0,1.0,1.0,1.0,3,4,3,3,3,3,0.2458645306020941,0.5839017077320907,-0.0160122986588429,0.2974268825230384,0.2977728103447719,0.2458645306020941,-0.9780741133285651,0.9604202831648402
HM002,HM,False,none,HM002_T21,21,S01,67,34,3.347877419079571,0.976,3.7218380088989553,4.036703485509624,0.3881799539541547,0.4603747836919657,2.0,2.0,2.0,6.0,3.0,2.5,3.0,2.83,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,2,3,3,0.297346015401725,0.6725425751567968,-0.3537399825649689,0.3881799539541547,0.4603747836919657,0.297346015401725,0.3135438084025498,1.010933001807315
HM002,HM,False,none,HM002_T22,22,S02,60,33,3.4124897213986074,1.0,4.377243622685924,4.685993332415819,0.3496699284935777,0.4122927146691721,2.5,1.0,2.0,5.5,4.0,3.0,4.0,3.67,3.0,2.0,1.0,1.0,2.0,2.0,4,4,3,3,4,4,0.3281916031652983,0.5606591321076411,0.5446468334487982,0.3496699284935777,0.4122927146691721,0.3281916031652983,0.4336971626125746,0.9256564811271313
HM002,HM,False,none,HM002_T23,23,S01,38,19,2.8714761180548676,1.0,3.964028451930393,3.964028451930393,0.4451489854715437,0.3949907160980824,1.0,2.0,2.0,5.0,3.5,3.0,2.5,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4,3,3,3,3,2,0.3566094327985473,0.2421904430314376,-0.1115495395335313,0.4451489854715437,0.3949907160980824,0.3566094327985473,1.0663905329543137,0.37780464884044757
HM002,HM,False,none,HM002_T24,24,S02,65,30,3.2625679455501664,0.9761904761904762,2.871398911243532,2.9823444727808237,0.3993426000771027,0.3863610167948195,2.0,1.0,2.0,5.0,2.5,2.0,3.0,2.5,2.0,2.0,1.0,1.0,2.0,2.0,2,3,2,2,3,3,0.3152319453287507,-1.5058447114423923,-1.5058447114423923,0.3993426000771027,0.3863610167948195,0.3152319453287507,0.21146075713833554,-2.165202797470535
HM002,HM,False,none,HM002_T25,25,S01,83,46,3.6478203928647615,0.9891891891891892,3.740850211845504,3.8937893339565823,0.3217804326004846,0.3501776527832401,2.0,2.0,2.0,6.0,3.0,3.5,3.0,3.17,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,4,3,3,0.1984377263933536,-0.2231782400848891,-0.3347277796184205,0.3217804326004846,0.3501776527832401,0.1984377263933536,-0.9429274631134994,-0.30683958984075765
HM002,HM,False,none,HM002_T26,26,S02,37,21,2.846480386134867,1.0,3.1219013902274044,3.1219013902274044,0.3326444581826441,0.3250361352034234,1.0,1.0,2.0,4.0,2.5,3.0,2.5,2.67,1.0,1.0,1.0,1.0,2.0,2.0,2,3,3,3,3,2,0.3250361352034234,0.2505024789838725,-1.2553422324585195,0.3326444581826441,0.3250361352034234,0.3250361352034234,0.3795861771003976,0.4617567540017569
HM003,HM,False,none,HM003_T1,1,S01,97,51,3.4969097547259285,0.9166666666666664,2.6204583479885777,2.830402244173456,,,2.0,2.0,2.0,6.0,2.0,1.0,2.5,1.83,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,1,2,3,,,,,,,,
HM003,HM,False,none,HM003_T2,2,S02,101,53,3.520864070566199,0.9590909090909092,2.914888743341702,3.1516070403158665,0.1550000078880873,,2.5,2.0,1.0,5.5,2.0,2.0,2.5,2.17,3.0,2.0,2.0,2.0,1.0,1.0,2,2,2,2,2,3,,,,0.1550000078880873,,,,
HM003,HM,False,none,HM003_T3,3,S01,101,53,3.5040329336965303,0.8977272727272726,2.250282595890736,2.6629951583842435,0.1703971223568638,0.191973017085472,2.5,2.0,1.0,5.5,4.0,3.0,3.5,3.5,3.0,2.0,2.0,2.0,1.0,1.0,4,4,3,3,4,3,0.191973017085472,-0.3701757520978415,-0.3701757520978415,0.1703971223568638,0.191973017085472,0.191973017085472,-1.5813762242126939,-1.4558010506759618
HM003,HM,False,none,HM003_T4,4,S02,103,49,3.4919923159503776,0.98,2.172036560594044,2.301498475794991,0.1878893688189105,0.2269950845195064,2.5,2.0,3.0,7.5,4.0,3.0,4.0,3.67,3.0,2.0,2.0,2.0,3.0,3.0,4,4,3,3,4,4,0.2269950845195064,-0.742852182747658,-0.742852182747658,0.1878893688189105,0.2269950845195064,0.2269950845195064,-1.1223905088795283,-1.2307115541107707
HM003,HM,False,none,HM003_T5,5,S01,91,44,3.5713654872307976,0.9828571428571428,2.253646650213693,3.21678108535707,0.401402689014753,0.3814454435875039,2.0,2.0,2.0,6.0,3.5,3.0,4.0,3.5,2.0,2.0,2.0,2.0,2.0,2.0,4,3,3,3,4,4,0.3219984596595071,0.0033640543229567,-0.3668116977748847,0.401402689014753,0.3814454435875039,0.3219984596595071,0.544052579897357,0.03907454497430947
HM003,HM,False,none,HM003_T6,6,S02,105,48,3.4904822977042604,0.9435897435897436,2.622086598128204,2.6640141864617664,0.2602140220681682,0.3913980225135921,2.5,2.0,2.0,6.5,4.0,3.0,4.0,3.67,3.0,2.0,2.0,2.0,2.0,2.0,4,4,3,3,4,4,0.3700552948790618,0.4500500375341598,-0.2928021452134981,0.2602140220681682,0.3913980225135921,0.3700552948790618,1.0073608006540735,0.8796489589494131
HM003,HM,False,none,HM003_T7,7,S01,97,46,3.5574098910525933,0.9756756756756756,2.0148632413183805,2.2641749146797165,0.4608430762748426,0.4198404329039732,2.5,2.0,2.0,6.5,3.0,3.0,4.0,3.33,3.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,4,4,0.2792384079969936,-0.2387834088953124,-0.6055951066701972,0.4608430762748426,0.4198404329039732,0.2792384079969936,-0.1549140505526175,-0.9299796952740134
HM003,HM,False,none,HM003_T8,8,S02,101,52,3.5092123051653576,0.9511627906976744,2.2998256730397455,2.5904478614059525,0.2657309485028644,0.4087559754908142,2.0,2.0,2.0,6.0,4.0,3.0,4.0,3.67,2.0,2.0,2.0,2.0,2.0,2.0,4,4,3,3,4,4,0.2926045932637066,-0.3222609250884582,-0.6150630703019564,0.2657309485028644,0.4087559754908142,0.2926045932637066,-0.14565535090215473,-0.48664454911131194
HM003,HM,False,none,HM003_T9,9,S01,97,48,3.5894688122077225,0.9666666666666665,2.3063365334078214,2.977798047390851,0.3931820582057949,0.2877736433958149,2.5,2.0,2.0,6.5,3.0,3.0,4.0,3.33,3.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,4,4,0.2877736433958149,0.2914732920894409,-0.3141218145807563,0.3931820582057949,0.2877736433958149,0.2877736433958149,-0.015394931775650584,1.1920640283316541
HM003,HM,False,none,HM003_T10,10,S02,91,47,3.5904439284009055,0.9684210526315788,2.858394778632958,3.357280924258863,0.2532784600982073,0.3788001469483395,2.5,2.0,2.0,6.5,3.5,3.0,3.0,3.17,3.0,2.0,2.0,2.0,2.0,2.0,4,3,3,3,3,3,0.319558516092455,0.5585691055932127,-0.0564939647087436,0.2532784600982073,0.3788001469483395,0.319558516092455,0.25561032805440037,1.0716297870945835
HM003,HM,False,none,HM003_T11,11,S01,94,51,3.605638724225528,0.9904761904761904,2.6181870752448133,3.203531451523304,0.3923914653056961,0.3820435769518004,2.5,2.0,1.0,5.5,3.0,3.0,4.0,3.33,3.0,2.0,2.0,2.0,1.0,1.0,3,3,3,3,4,4,0.2939321002170717,0.3118505418369919,-0.0022712727437643,0.3923914653056961,0.3820435769518004,0.2939321002170717,0.08527276262050057,1.273612106556467
HM003,HM,False,none,HM003_T12,12,S02,100,50,3.380177717418273,0.9317073170731708,2.181257886967311,2.3612264865323116,0.1592312106828594,0.4018119842818756,2.5,2.0,1.0,5.5,4.0,3.0,4.0,3.67,3.0,2.0,2.0,2.0,1.0,1.0,4,4,3,3,4,4,0.2502333977720247,-0.6771368916656471,-0.7336308563743907,0.1592312106828594,0.4018119842818756,0.2502333977720247,-0.7764394722040312,-1.1144547871722628
HM003,HM,False,none,HM003_T13,13,S01,95,50,3.6138342074535856,0.9731707317073172,2.2310935648816543,3.303119010602434,0.3806548602704571,0.4345797709669101,2.5,2.0,2.0,6.5,3.0,3.0,4.0,3.33,3.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,4,4,0.2385328933038528,-0.387093510363159,-0.3893647831069233,0.3806548602704571,0.4345797709669101,0.2385328933038528,-0.8202966995342945,-1.5235045284023603
HM003,HM,False,none,HM003_T14,14,S02,98,48,3.3923336463738156,0.9307692307692303,2.160984880129035,2.537143182350736,0.1907463033782301,0.42379405883815,2.5,2.0,1.5,6.0,3.5,3.0,3.5,3.33,3.0,2.0,2.0,2.0,2.0,1.0,4,3,3,3,3,4,0.3516233656575255,-0.0202730068382757,-0.7539038632126664,0.1907463033782301,0.42379405883815,0.3516233656575255,0.7329628719907761,0.04760156700864294
HM003,HM,False,none,HM003_T15,15,S01,85,40,3.4331967373238426,0.9483870967741934,2.5454532041390743,4.341411964760886,0.4442845987298294,0.4202703922329592,2.5,2.0,2.5,7.0,3.0,3.0,4.0,3.33,3.0,2.0,2.0,2.0,3.0,2.0,3,3,3,3,4,4,0.3158532881946591,0.3143596392574199,-0.0750051438495034,0.4442845987298294,0.4202703922329592,0.3158532881946591,0.44360205130064617,1.2836533081538182
HM003,HM,False,none,HM003_T16,16,S02,91,47,3.385447352681815,0.9710526315789472,2.1340647225953497,2.341804356192765,0.3841965899836573,0.5191783855365002,2.0,2.5,3.0,7.5,3.5,3.0,4.0,3.5,2.0,2.0,2.0,3.0,3.0,3.0,4,3,3,3,4,4,0.3314213441000704,-0.0269201575336857,-0.7808240207463522,0.3841965899836573,0.5191783855365002,0.3314213441000704,0.4322134060206091,0.03584210834266796
HM003,HM,False,none,HM003_T17,17,S01,87,47,3.691536538957633,0.986842105263158,2.3627716848517166,2.593568470005108,0.5239316740975684,0.3905527698229121,2.0,2.0,2.0,6.0,3.0,3.0,4.0,3.33,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,4,4,0.3369943189032229,-0.1826815192873576,-0.257686663136861,0.5239316740975684,0.3905527698229121,0.3369943189032229,0.7891786917413959,-0.7054645453402426
HM003,HM,False,none,HM003_T18,18,S02,93,49,3.433404270480605,0.9200000000000002,2.6412401075275347,3.553668478969485,0.1660736764162415,0.5237311190208591,2.5,2.0,2.0,6.5,4.0,3.0,3.5,3.5,3.0,2.0,2.0,2.0,2.0,2.0,4,4,3,3,4,3,0.3056244114424583,0.507175384932185,-0.2736486358141672,0.1660736764162415,0.5237311190208591,0.3056244114424583,0.04817195262545902,0.980709276713896
HM003,HM,False,none,HM003_T19,19,S01,81,47,3.560948303696227,0.9552631578947366,2.07118058474383,2.1326072264517495,0.5370149796719277,0.5066390147718771,2.0,2.0,2.0,6.0,3.0,3.0,4.0,3.33,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,4,4,0.3690085039268412,-0.2915911001078868,-0.5492777632447479,0.5370149796719277,0.5066390147718771,0.3690085039268412,1.312490665477332,-1.1413117340537964
